year,month,rank,net_worth, transformed worth ,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,organization_name,position_in_organization,self_made,wealth_status
2024,4,2410,1.2,"$1,200,000,000 ",Karim,Bahari,Bahari Karim,1/1/1962,62,Male,Indonesia,Singapore,Singapore,Manufacturing,['Manufacturing'],,,FALSE,
2024,4,2410,1.2,"$1,200,000,000 ",Karim,Burhan,Burhan Karim,1/1/1960,64,Male,Indonesia,Singapore,Singapore,Manufacturing,['Manufacturing'],,,FALSE,
2024,4,2410,1.2,"$1,200,000,000 ",Poo,Murdaya,Murdaya Poo,1/12/1941,83,Male,Indonesia,Indonesia,Jakarta,Diversified,['Diversified'],,,FALSE,Remained Even
2024,4,2410,1.2,"$1,200,000,000 ",Agarwal,Shivratan,Shivratan Agarwal,5/4/1951,72,Male,India,India,Bikaner,Food & Beverage,['Food & Beverage'],,,TRUE,
2024,4,2410,1.2,"$1,200,000,000 ",Bangur,Krishna Kumar,Krishna Kumar Bangur,7/2/1960,63,Male,India,India,Kolkata,Manufacturing,['Manufacturing'],,,FALSE,Returned to List
2024,4,2410,1.2,"$1,200,000,000 ",Bansal,Sachin,Sachin Bansal,8/5/1981,42,Male,India,India,Bangalore,Fashion & Retail,['Fashion & Retail'],,,TRUE,Decreased
2024,4,2410,1.2,"$1,200,000,000 ",Bhatia,Kapil,Kapil Bhatia,6/1/1932,91,Male,India,India,Delhi,Service,['Service'],,,TRUE,
2024,4,2410,1.2,"$1,200,000,000 ",Dangi,Alpana,Alpana Dangi,10/29/1972,51,Female,India,India,Mumbai,Finance & Investments,['Finance & Investments'],,,FALSE,
2024,4,2410,1.2,"$1,200,000,000 ",Jain,Naresh ,Naresh Jain,2/11/1935,89,Male,India,India,Mumbai,Automotive,['Automotive'],,,TRUE,
2024,4,2410,1.2,"$1,200,000,000 ",Kajaria,Ashok,Ashok Kajaria,8/1/1947,76,Male,India,India,Delhi,Manufacturing,['Manufacturing'],,,TRUE,Increased
2024,4,2410,1.2,"$1,200,000,000 ",Mhaiskar,Virendra,Virendra Mhaiskar,10/8/1971,52,Male,India,India,Mumbai,Construction & Engineering,['Construction & Engineering'],,,FALSE,Returned to List
2024,4,2410,1.2,"$1,200,000,000 ",Pandit,Shashishekar,Shashishekar Pandit,3/29/1950,74,Male,India,India,Pune,Technology,['Technology'],,,TRUE,
2024,4,2410,1.2,"$1,200,000,000 ",Surana,Anand,Anand Surana,3/24/1971,53,Male,India,India,Bangalore,Healthcare,['Healthcare'],,,FALSE,Decreased
2024,4,2410,1.2,"$1,200,000,000 ",Surana,Dilip,Dilip Surana,1/18/1966,58,Male,India,India,Bangalore,Healthcare,['Healthcare'],,,FALSE,Decreased
2024,4,2410,1.2,"$1,200,000,000 ",Kwok,Raymond,Raymond Kwok,4/10/1953,70,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,FALSE,Decreased
2024,4,2410,1.2,"$1,200,000,000 ",Doepfner,Mathias,Mathias Doepfner,1/15/1963,61,Male,Germany,Germany,Potsdam,Media & Entertainment,['Media & Entertainment'],,,FALSE,Remained Even
2024,4,2410,1.2,"$1,200,000,000 ",Klenk,Martin,Martin Klenk,2/7/1987,37,Male,Germany,Germany,Munich,Technology,['Technology'],,,TRUE,
2024,4,2410,1.2,"$1,200,000,000 ",Nominacher,Bastian,Bastian Nominacher,11/15/1984,39,Male,Germany,Germany,Munich,Technology,['Technology'],,,TRUE,
2024,4,2410,1.2,"$1,200,000,000 ",Oberwelland,Axel,Axel Oberwelland & family,1/1/1967,57,Male,Germany,Germany,Berlin,Food & Beverage,['Food & Beverage'],,,FALSE,Remained Even
2024,4,2410,1.2,"$1,200,000,000 ",Toennies,Clemens,Clemens Toennies,5/27/1956,67,Male,Germany,Germany,Rheda-Wiedenbrück,Food & Beverage,['Food & Beverage'],,,TRUE,Decreased
2024,4,2410,1.2,"$1,200,000,000 ",Toennies,Robert,Robert Toennies,5/29/1978,45,Male,Germany,Germany,Rheda-Wiedenbrück,Food & Beverage,['Food & Beverage'],,,FALSE,Decreased
2024,4,2410,1.2,"$1,200,000,000 ",Louboutin,Christian,Christian Louboutin,1/7/1963,61,Male,France,France,Paris,Fashion & Retail,['Fashion & Retail'],,,TRUE,
2024,4,2410,1.2,"$1,200,000,000 ",Martin,Yves-Loic,Yves-Loic Martin,1/1/1966,58,Male,France,France,Nantes,Healthcare,['Healthcare'],,,TRUE,Decreased
2024,4,2410,1.2,"$1,200,000,000 ",Mansour,Yasseen,Yasseen Mansour,8/8/1961,62,Male,Egypt,Egypt,Cairo,Diversified,['Diversified'],,,TRUE,Decreased
2024,4,2410,1.2,"$1,200,000,000 ",Haji-Ioannou,Stelios,Stelios Haji-Ioannou,2/14/1967,57,Male,Cyprus,Monaco,Monte Carlo,Service,['Service'],,,FALSE,Increased
2024,4,2410,1.2,"$1,200,000,000 ",Krupchak,Vladimir,Vladimir Krupchak,1/29/1958,66,Male,Cyprus,Cyprus,Limassol,Manufacturing,['Manufacturing'],,,TRUE,
2024,4,2410,1.2,"$1,200,000,000 ",Cao,Ji,Cao Ji,1/1/1952,72,Male,China,China,Hangzhou,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2024,4,2410,1.2,"$1,200,000,000 ",Chen,Huxiong,Chen Huxiong,7/1/1970,53,Male,China,China,Shanghai,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2024,4,2410,1.2,"$1,200,000,000 ",Chen,Xueli,Chen Xueli,10/1/1951,72,Male,China,China,Weihai,Healthcare,['Healthcare'],,,TRUE,Decreased
2024,4,2410,1.2,"$1,200,000,000 ",Chen,Zhisong,Chen Zhisong,1/7/1966,58,Male,China,China,Xiamen,Technology,['Technology'],,,TRUE,Decreased
2024,4,2410,1.2,"$1,200,000,000 ",Gan,Zhongru,Gan Zhongru,7/1/1948,75,Male,China,China,Beijing,Healthcare,['Healthcare'],,,TRUE,Increased
2024,4,2410,1.2,"$1,200,000,000 ",Jiang,Jinhua,Jiang Jinhua,1/1/1961,63,Female,China,China,Jiaxing,Manufacturing,['Manufacturing'],,,TRUE,
2024,4,2410,1.2,"$1,200,000,000 ",Ke,Guihua,Ke Guihua,10/13/1965,58,Male,China,China,Shanghai,Manufacturing,['Manufacturing'],,,TRUE,Remained Even
2024,4,2410,1.2,"$1,200,000,000 ",Li,Guoqiang,Li Guoqiang,1/1/1964,60,Male,China,China,Beijing,Automotive,['Automotive'],,,TRUE,Decreased
2024,4,2410,1.2,"$1,200,000,000 ",Liang,Qin,Liang Qin & family,10/26/1971,52,Female,China,China,Yangzhou,Technology,['Technology'],,,TRUE,Decreased
2024,4,2410,1.2,"$1,200,000,000 ",Liang,Zhaoxian,Liang Zhaoxian,1/1/1965,59,Male,China,China,Foshan,Manufacturing,['Manufacturing'],,,FALSE,Decreased
2024,4,2410,1.2,"$1,200,000,000 ",Liu,Weiping,Liu Weiping,10/1/1978,45,Male,China,China,Luohe,Food & Beverage,['Food & Beverage'],,,TRUE,
2024,4,2410,1.2,"$1,200,000,000 ",Lu,Yiwen,Lu Yiwen,1/1/1987,37,Female,China,China,Shenzhen,Fashion & Retail,['Fashion & Retail'],,,TRUE,Decreased
2024,4,2410,1.2,"$1,200,000,000 ",Pan,Shiyi,Pan Shiyi,1/1/1963,61,Male,China,China,Beijing,Real Estate,['Real Estate'],,,TRUE,Decreased
2024,4,2410,1.2,"$1,200,000,000 ",Shi,Yifeng,Shi Yifeng,1/1/1974,50,Male,China,China,Beijing,Healthcare,['Healthcare'],,,TRUE,Decreased
2024,4,2410,1.2,"$1,200,000,000 ",Tang,Ye,Tang Ye,6/20/1981,42,Male,China,China,Shanghai,Technology,['Technology'],,,TRUE,
2024,4,2410,1.2,"$1,200,000,000 ",Wang,Jilei,Wang Jilei,1/1/1965,59,Male,China,China,Shanghai,Logistics,['Logistics'],,,TRUE,Decreased
2024,4,2410,1.2,"$1,200,000,000 ",Ye,Xiaoping,Ye Xiaoping,2/1/1963,61,Male,China,China,Hangzhou,Healthcare,['Healthcare'],,,TRUE,Decreased
2024,4,2410,1.2,"$1,200,000,000 ",Zhang,Gongyun,Zhang Gongyun,12/18/1962,61,Male,China,China,Gaomi,Manufacturing,['Manufacturing'],,,TRUE,Increased
2024,4,2410,1.2,"$1,200,000,000 ",Zhang,Keqiang,Zhang Keqiang,4/29/1960,63,Male,China,China,Guangzhou,Real Estate,['Real Estate'],,,TRUE,Decreased
2024,4,2410,1.2,"$1,200,000,000 ",Zhang,Shilong,Zhang Shilong & family,1/1/1966,58,Male,China,China,Beijing,Technology,['Technology'],,,TRUE,Decreased
2024,4,2410,1.2,"$1,200,000,000 ",Zhao,Hongfei,Zhao Hongfei,6/1/1974,49,Male,China,China,Beijing,Technology,['Technology'],,,TRUE,Decreased
2024,4,2410,1.2,"$1,200,000,000 ",Zhao,Peng,Peng Zhao,1/1/1971,53,Male,China,China,Beijing,Service,['Service'],,,TRUE,Decreased
2024,4,2410,1.2,"$1,200,000,000 ",Zhuang,Kuilong,Zhuang Kuilong & family,6/15/1962,61,Male,China,China,Jiaxing,Manufacturing,['Manufacturing'],,,TRUE,Returned to List
2024,4,2410,1.2,"$1,200,000,000 ",Laliberté,Guy,Guy Laliberté,1/1/1960,64,Male,Canada,Canada,Montreal,Media & Entertainment,['Media & Entertainment'],Cirque du Soleil,Cofounder and CEO,TRUE,Remained Even
2024,4,2410,1.2,"$1,200,000,000 ",Zatlyn,Michelle,Michelle Zatlyn,7/24/1979,44,Female,Canada,United States,San Francisco,Technology,['Technology'],Cloudflare,"Cofounder, president and COO",TRUE,
2024,4,2410,1.2,"$1,200,000,000 ",Alves de Queiroz Filho,Joao,Joao Alves de Queiroz Filho,1/1/1953,71,Male,Brazil,Brazil,São Paulo,Diversified,['Diversified'],,,TRUE,Remained Even
2024,4,2410,1.2,"$1,200,000,000 ",Dias Branco,Maria Consuelo,Maria Consuelo Dias Branco,10/23/1934,89,Female,Brazil,Brazil,Eusébio,Food & Beverage,['Food & Beverage'],,,FALSE,
2024,4,2410,1.2,"$1,200,000,000 ",Frias,Maria,Maria Frias,,,Female,Brazil,Brazil,Sao Paulo,Media & Entertainment,['Media & Entertainment'],,,FALSE,
2024,4,2410,1.2,"$1,200,000,000 ",Maggi,Lucia,Lucia Maggi & family,7/20/1932,91,Female,Brazil,Brazil,Rondonopolis,Diversified,['Diversified'],,Philanthropist,TRUE,Decreased
2024,4,2410,1.2,"$1,200,000,000 ",Werninghaus,Anne,Anne Werninghaus,1/1/1986,38,Female,Brazil,Brazil,Joinville,Manufacturing,['Manufacturing'],,,FALSE,Decreased
2024,4,2410,1.2,"$1,200,000,000 ",Austin,Nigel,Nigel Austin,9/25/1970,53,Male,Australia,Australia,Melbourne,Fashion & Retail,['Fashion & Retail'],,,TRUE,Decreased
2024,4,2410,1.2,"$1,200,000,000 ",Ellison,Chris,Chris Ellison,6/26/1957,66,Male,Australia,Australia,Perth,Metals & Mining,['Metals & Mining'],,,TRUE,Decreased
2024,4,2545,1.1,"$1,100,000,000 ",Bzurovski Bay,Andres,Andres Bzurovski Bay,9/4/1977,46,Male,Uruguay,Uruguay,Montevideo,Finance & Investments,['Finance & Investments'],,,TRUE,Returned to List
2024,4,2545,1.1,"$1,100,000,000 ",Fogel,Sergio,Sergio Fogel,12/22/1963,60,Male,Uruguay,Uruguay,Montevideo,Finance & Investments,['Finance & Investments'],,,TRUE,Returned to List
2024,4,2545,1.1,"$1,100,000,000 ",Abod,Craig,Craig Abod,7/1/1963,60,Male,United States,,,Technology,['Technology'],,,TRUE,
2024,4,2545,1.1,"$1,100,000,000 ",Bennett,Abigail,Abigail Bennett,12/27/1980,43,Female,United States,United States,Rochester,Food & Beverage,['Food & Beverage'],,,FALSE,Remained Even
2024,4,2545,1.1,"$1,100,000,000 ",Bhatt,Baiju,Baiju Bhatt,1/1/1985,39,Male,United States,United States,Palo Alto,Finance & Investments,['Finance & Investments'],,,TRUE,Returned to List
2024,4,2545,1.1,"$1,100,000,000 ",Brice,Carson,Carson Brice,10/1/1967,56,Female,United States,United States,Raleigh,Finance & Investments,['Finance & Investments'],,,FALSE,
2024,4,2545,1.1,"$1,100,000,000 ",French,Scot,Scot French,10/1/1970,53,Male,United States,United States,Bal Harbour,Finance & Investments,['Finance & Investments'],,,TRUE,
2024,4,2545,1.1,"$1,100,000,000 ",Goldman,Jane,Jane Goldman,7/29/1955,68,Female,United States,United States,New York,Real Estate,['Real Estate'],,,FALSE,Decreased
2024,4,2545,1.1,"$1,100,000,000 ",Goldman Fowler,Amy,Amy Goldman Fowler,4/19/1954,69,Female,United States,United States,Rhinebeck,Real Estate,['Real Estate'],,,FALSE,Decreased
2024,4,2545,1.1,"$1,100,000,000 ",Gracias,Antonio,Antonio Gracias,11/6/1970,53,Male,United States,United States,Chicago,Finance & Investments,['Finance & Investments'],,,TRUE,
2024,4,2545,1.1,"$1,100,000,000 ",Graves,Ryan,Ryan Graves,7/3/1983,40,Male,United States,United States,Kauai,Technology,['Technology'],,Entrepreneur,TRUE,Returned to List
2024,4,2545,1.1,"$1,100,000,000 ",Hindawi,Orion,Orion Hindawi,1/10/1980,44,Male,United States,United States,Seattle,Technology,['Technology'],Tanium,CEO,TRUE,Decreased
2024,4,2545,1.1,"$1,100,000,000 ",Howley,Nicholas,Nicholas Howley,3/12/1962,62,Male,United States,United States,Key West,Manufacturing,['Manufacturing'],,,TRUE,
2024,4,2545,1.1,"$1,100,000,000 ",Kemper,Diane,Diane Kemper,7/21/1945,78,Female,United States,United States,New York,Real Estate,['Real Estate'],,,FALSE,Decreased
2024,4,2545,1.1,"$1,100,000,000 ",Kendrick,Ken,Ken Kendrick,9/2/1943,80,Male,United States,United States,Paradise Valley,Sports,['Sports'],,,TRUE,Increased
2024,4,2545,1.1,"$1,100,000,000 ",Kiani,Joe,Joe Kiani,9/16/1964,59,Male,United States,United States,Irvine,Healthcare,['Healthcare'],Masimo,Chairman and CEO,TRUE,Decreased
2024,4,2545,1.1,"$1,100,000,000 ",Krystynak,John,John Krystynak,5/1/1968,55,Male,United States,United States,Incline Village,Media & Entertainment,['Media & Entertainment'],,,TRUE,Returned to List
2024,4,2545,1.1,"$1,100,000,000 ",Levchin,Max,Max Levchin,7/11/1975,48,Male,United States,United States,San Francisco,Finance & Investments,['Finance & Investments'],,,TRUE,Returned to List
2024,4,2545,1.1,"$1,100,000,000 ",Levinson,Art,Art Levinson,3/31/1950,74,Male,United States,United States,Hillsborough,Diversified,['Diversified'],,,TRUE,Decreased
2024,4,2545,1.1,"$1,100,000,000 ",Liu,Xiucai,Liu Xiucai & family,3/1/1957,67,Male,United States,China,Shanghai,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2024,4,2545,1.1,"$1,100,000,000 ",Muglia,Bob,Bob Muglia,10/2/1959,64,Male,United States,United States,Mercer Island,Technology,['Technology'],,,TRUE,Returned to List
2024,4,2545,1.1,"$1,100,000,000 ",Patterson ,Michael,Michael Patterson,12/1/1974,49,Male,United States,United States,New York City,Finance & Investments,['Finance & Investments'],,,TRUE,
2024,4,2545,1.1,"$1,100,000,000 ",Plank,Kevin,Kevin Plank,8/13/1972,51,Male,United States,United States,Lutherville-Timonium,Fashion & Retail,['Fashion & Retail'],Under Armour,Chairman and CEO,TRUE,Remained Even
2024,4,2545,1.1,"$1,100,000,000 ",Preston,Forrest,Forrest Preston,3/22/1933,91,Male,United States,United States,Cleveland,Healthcare,['Healthcare'],,,TRUE,Decreased
2024,4,2545,1.1,"$1,100,000,000 ",Swift,Taylor,Taylor Swift,12/13/1989,34,Female,United States,United States,Nashville,Media & Entertainment,['Media & Entertainment'],,Musician,TRUE,
2024,4,2545,1.1,"$1,100,000,000 ",Tenev,Vlad,Vlad Tenev,2/13/1987,37,Male,United States,United States,Palo Alto,Finance & Investments,['Finance & Investments'],Robinhood,Cofounder(s),TRUE,Returned to List
2024,4,2545,1.1,"$1,100,000,000 ",Tuchman,Kenneth,Kenneth Tuchman,10/23/1959,64,Male,United States,United States,Denver,Service,['Service'],,,TRUE,Decreased
2024,4,2545,1.1,"$1,100,000,000 ",Christodoulou,John,John Christodoulou,5/24/1965,58,Male,United Kingdom,Monaco,Monaco,Real Estate,['Real Estate'],,,TRUE,Increased
2024,4,2545,1.1,"$1,100,000,000 ",Lo,Kenneth,Kenneth Lo,10/9/1938,85,Male,United Kingdom,Hong Kong,Hong Kong,Fashion & Retail,['Fashion & Retail'],,,FALSE,Returned to List
2024,4,2545,1.1,"$1,100,000,000 ",Bayraktar,Haluk,Haluk Bayraktar,10/4/1978,45,Male,Turkey,Turkey,Istanbul,Technology,['Technology'],,,FALSE,
2024,4,2545,1.1,"$1,100,000,000 ",Asavabhokhin,Anant,Anant Asavabhokhin,8/11/1950,73,Male,Thailand,Thailand,Bangkok,Real Estate,['Real Estate'],,,TRUE,Decreased
2024,4,2545,1.1,"$1,100,000,000 ",Osathanugrah,Niti,Niti Osathanugrah,10/18/1973,50,Male,Thailand,Thailand,Bangkok,Finance & Investments,['Finance & Investments'],,,FALSE,Decreased
2024,4,2545,1.1,"$1,100,000,000 ",Tangkaravakoon,Prachak,Prachak Tangkaravakoon,3/26/1944,80,Male,Thailand,Thailand,Bangkok,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2024,4,2545,1.1,"$1,100,000,000 ",Chang,Kuo-Ming,Chang Kuo-Ming,,,Male,Taiwan,Taiwan,Taipei,Logistics,['Logistics'],,,FALSE,Increased
2024,4,2545,1.1,"$1,100,000,000 ",Tseng,Sing-ai,Tseng Sing-ai,,,Female,Taiwan,Taiwan,Taipei,Manufacturing,['Manufacturing'],,,FALSE,Decreased
2024,4,2545,1.1,"$1,100,000,000 ",Wu,Eugene,Eugene Wu,5/3/1945,78,Male,Taiwan,Taiwan,Taipei,Finance & Investments,['Finance & Investments'],,,FALSE,Decreased
2024,4,2545,1.1,"$1,100,000,000 ",Bonvin,Stephane,Stephane Bonvin,1/1/1967,57,Male,Switzerland,Switzerland,Lens,Real Estate,['Real Estate'],,,TRUE,Remained Even
2024,4,2545,1.1,"$1,100,000,000 ",Callerström,Caspar,Caspar Callerström,4/8/1973,50,Male,Sweden,Sweden,Stockholm,Finance & Investments,['Finance & Investments'],,,TRUE,Returned to List
2024,4,2545,1.1,"$1,100,000,000 ",Kamprad,Jonas,Jonas Kamprad,3/4/1966,58,Male,Sweden,United Kingdom,London,Finance & Investments,['Finance & Investments'],,,FALSE,Remained Even
2024,4,2545,1.1,"$1,100,000,000 ",Kamprad,Mathias,Mathias Kamprad,6/27/1969,54,Male,Sweden,United Kingdom,London,Finance & Investments,['Finance & Investments'],,,FALSE,Remained Even
2024,4,2545,1.1,"$1,100,000,000 ",Kamprad,Peter,Peter Kamprad,3/29/1964,60,Male,Sweden,Belgium,Tervuren,Finance & Investments,['Finance & Investments'],,,FALSE,Remained Even
2024,4,2545,1.1,"$1,100,000,000 ",Kim,Jae-young,Kim Jae-young,11/1/1973,50,Male,South Korea,South Korea,Seongnam,Media & Entertainment,['Media & Entertainment'],,,TRUE,Decreased
2024,4,2545,1.1,"$1,100,000,000 ",Kim,Jung-woong,Kim Jung-woong,1/1/1975,49,Male,South Korea,South Korea,Seoul,Fashion & Retail,['Fashion & Retail'],,,TRUE,Increased
2024,4,2545,1.1,"$1,100,000,000 ",Kim,Taek-jin,Kim Taek-jin,3/14/1967,57,Male,South Korea,South Korea,Seoul,Media & Entertainment,['Media & Entertainment'],,,TRUE,Decreased
2024,4,2545,1.1,"$1,100,000,000 ",Koo,Bon-sik,Koo Bon-sik,6/28/1958,65,Male,South Korea,South Korea,Seoul,Technology,['Technology'],Heesung,,FALSE,Remained Even
2024,4,2545,1.1,"$1,100,000,000 ",Shin,Chang-jae,Shin Chang-jae,10/31/1953,70,Male,South Korea,South Korea,Seoul,Finance & Investments,['Finance & Investments'],Kyobo Life Insurance,,FALSE,Returned to List
2024,4,2545,1.1,"$1,100,000,000 ",Chua,Thian Poh,Chua Thian Poh,7/11/1948,75,Male,Singapore,Singapore,Singapore,Real Estate,['Real Estate'],,,TRUE,Decreased
2024,4,2545,1.1,"$1,100,000,000 ",Kum,Michael,Michael Kum,1/1/1945,79,Male,Singapore,Singapore,Singapore,Real Estate,['Real Estate'],,,TRUE,Increased
2024,4,2545,1.1,"$1,100,000,000 ",Yao,Hsiao Tung,Yao Hsiao Tung,1/1/1940,84,Male,Singapore,Singapore,Singapore,Manufacturing,['Manufacturing'],,,TRUE,Remained Even
2024,4,2545,1.1,"$1,100,000,000 ",Demidov,Pavel,Pavel Demidov & family,11/30/1968,55,Male,Russia,Russia,Moscow,Food & Beverage,['Food & Beverage'],,,TRUE,
2024,4,2545,1.1,"$1,100,000,000 ",Fetisov,Gleb,Gleb Fetisov,6/5/1966,57,Male,Russia,Cyprus,Limassol,Telecom,['Telecom'],,,TRUE,Remained Even
2024,4,2545,1.1,"$1,100,000,000 ",Kosogov,Andrei,Andrei Kosogov,3/15/1961,63,Male,Russia,Russia,Moscow,Energy,['Energy'],,,TRUE,Remained Even
2024,4,2545,1.1,"$1,100,000,000 ",Kvetnoi,Lev,Lev Kvetnoi,8/27/1965,58,Male,Russia,Russia,Moscow,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,2545,1.1,"$1,100,000,000 ",Rappoport,Andrei,Andrei Rappoport,6/22/1963,60,Male,Russia,Switzerland,Lugano,Finance & Investments,['Finance & Investments'],,,TRUE,Decreased
2024,4,2545,1.1,"$1,100,000,000 ",Sviblov,Vladislav,Vladislav Sviblov,1/19/1980,44,Male,Russia,Russia,Moscow,Metals & Mining,['Metals & Mining'],,,TRUE,
2024,4,2545,1.1,"$1,100,000,000 ",Co,Susan,Susan Co,11/8/1957,66,Female,Philippines,Philippines,Manila,Fashion & Retail,['Fashion & Retail'],,,TRUE,
2024,4,2545,1.1,"$1,100,000,000 ",Gokongwei,Lance,Lance Gokongwei,12/1/1967,56,Male,Philippines,Philippines,Manila,Diversified,['Diversified'],,,FALSE,Decreased
2024,4,2545,1.1,"$1,100,000,000 ",Motta,Stanley,Stanley Motta,6/15/1945,78,Male,Panama,,,Finance & Investments,['Finance & Investments'],,,FALSE,Increased
2024,4,2545,1.1,"$1,100,000,000 ",Gibbon,Charles,Charles Gibbon,5/19/1949,74,Male,New Zealand,Australia,Bellawongarah,Technology,['Technology'],,,TRUE,
2024,4,2545,1.1,"$1,100,000,000 ",Gans,Michael,Michael Gans & family,8/14/1963,60,Male,Luxembourg,Switzerland,Baar,Diversified,['Diversified'],,,FALSE,
2024,4,2545,1.1,"$1,100,000,000 ",Erikawa,Keiko,Keiko Erikawa,1/3/1949,75,Female,Japan,Japan,Yokohama City,Media & Entertainment,['Media & Entertainment'],,,TRUE,Decreased
2024,4,2545,1.1,"$1,100,000,000 ",Erikawa,Yoichi,Yoichi Erikawa,10/26/1950,73,Male,Japan,Japan,Yokohama City,Media & Entertainment,['Media & Entertainment'],,,TRUE,Decreased
2024,4,2545,1.1,"$1,100,000,000 ",Okada,Kazuo,Kazuo Okada,10/3/1942,81,Male,Japan,Japan,Tokyo,Gambling & Casinos,['Gambling & Casinos'],,,TRUE,Decreased
2024,4,2545,1.1,"$1,100,000,000 ",Caprotti,Giuliana,Giuliana Caprotti,11/21/1940,83,Female,Italy,Italy,Milan,Food & Beverage,['Food & Beverage'],,,FALSE,Remained Even
2024,4,2545,1.1,"$1,100,000,000 ",Caprotti,Marina,Marina Caprotti,1/17/1978,46,Female,Italy,Italy,Milan,Food & Beverage,['Food & Beverage'],,,FALSE,Remained Even
2024,4,2545,1.1,"$1,100,000,000 ",Giorgetta,Simona,Simona Giorgetta,4/24/1977,46,Female,Italy,Italy,Milan,Construction & Engineering,['Construction & Engineering'],,,FALSE,Decreased
2024,4,2545,1.1,"$1,100,000,000 ",Squinzi,Marco,Marco Squinzi,9/23/1971,52,Male,Italy,Italy,Milan,Construction & Engineering,['Construction & Engineering'],,,FALSE,Decreased
2024,4,2545,1.1,"$1,100,000,000 ",Squinzi,Veronica,Veronica Squinzi,1/1/1972,52,Female,Italy,Italy,Milan,Construction & Engineering,['Construction & Engineering'],,,FALSE,Decreased
2024,4,2545,1.1,"$1,100,000,000 ",Kahn,Morris,Morris Kahn,1/1/1930,94,Male,Israel,Israel,Beit Yanay,Technology,['Technology'],,,TRUE,Increased
2024,4,2545,1.1,"$1,100,000,000 ",Suherman,Benny ,Benny Suherman,1/6/1948,76,Male,Indonesia,Indonesia,Jakarta,Media & Entertainment,['Media & Entertainment'],,,TRUE,
2024,4,2545,1.1,"$1,100,000,000 ",Agarwal,Sanjay,Sanjay Agarwal,9/8/1970,53,Male,India,India,Jaipur,Finance & Investments,['Finance & Investments'],,,TRUE,Decreased
2024,4,2545,1.1,"$1,100,000,000 ",Agrawal,Raamdeo,Raamdeo Agrawal,7/1/1956,67,Male,India,India,Mumbai,Finance & Investments,['Finance & Investments'],,,TRUE,Returned to List
2024,4,2545,1.1,"$1,100,000,000 ",Burman,Pradip,Pradip Burman,11/2/1942,81,Male,India,India,Delhi,Food & Beverage,['Food & Beverage'],,,FALSE,Remained Even
2024,4,2545,1.1,"$1,100,000,000 ",Desai,Ashwin,Ashwin Desai,9/18/1951,72,Male,India,India,Surat,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2024,4,2545,1.1,"$1,100,000,000 ",Jasti,Subbamma,Subbamma Jasti,1/1/1933,91,Female,India,India,Hyderabad,Healthcare,['Healthcare'],,,FALSE,
2024,4,2545,1.1,"$1,100,000,000 ",Oswal,Motilal,Motilal Oswal,5/12/1962,61,Male,India,India,Mumbai,Finance & Investments,['Finance & Investments'],,,TRUE,
2024,4,2545,1.1,"$1,100,000,000 ",Parekh,Kalpana,Kalpana Parekh,1/1/1953,71,Female,India,India,Mumbai,Manufacturing,['Manufacturing'],,,FALSE,
2024,4,2545,1.1,"$1,100,000,000 ",Shroff,Rajju,Rajju Shroff,10/20/1933,90,Male,India,India,Mumbai,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2024,4,2545,1.1,"$1,100,000,000 ",Gattyan,Gyorgy,Gyorgy Gattyan,,,Male,Hungary,Hungary,Budapest,Media & Entertainment,['Media & Entertainment'],,,TRUE,
2024,4,2545,1.1,"$1,100,000,000 ",Veres,Tibor,Tibor Veres,1/1/1962,62,Male,Hungary,Hungary,Budapest,Diversified,['Diversified'],,,TRUE,
2024,4,2545,1.1,"$1,100,000,000 ",Fung,William,William Fung,2/21/1949,75,Male,Hong Kong,Hong Kong,Hong Kong,Logistics,['Logistics'],,,FALSE,Returned to List
2024,4,2545,1.1,"$1,100,000,000 ",Huang,Jiangji,Huang Jiangji,,,Male,Hong Kong,China,Beijing,Technology,['Technology'],,,TRUE,Returned to List
2024,4,2545,1.1,"$1,100,000,000 ",Shan,Weijian,Weijian Shan,1/1/1954,70,Male,Hong Kong,Hong Kong,Hong Kong,Finance & Investments,['Finance & Investments'],,,TRUE,
2024,4,2545,1.1,"$1,100,000,000 ",Wong,Allan,Allan Wong,4/1/1950,74,Male,Hong Kong,Hong Kong,Hong Kong,Manufacturing,['Manufacturing'],,,TRUE,Remained Even
2024,4,2545,1.1,"$1,100,000,000 ",Wu,Kaiting,Wu Kaiting,12/1/1969,54,Male,Hong Kong,China,Xiamen,Telecom,['Telecom'],,,TRUE,Remained Even
2024,4,2545,1.1,"$1,100,000,000 ",Angermayer,Christian,Christian Angermayer,4/26/1978,45,Male,Germany,United Kingdom,London,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2024,4,2545,1.1,"$1,100,000,000 ",Herz,Christian,Christian Herz,,,Male,Germany,Germany,Hamburg,Finance & Investments,['Finance & Investments'],,,FALSE,Remained Even
